link,bedrooms,baths,floor area,condominium name,cctv,air conditioning,elevators,fire exits,gym,lobby,reception area,fire alarm,fire sprinkler system,24-hour security,playground,swimming pool,building name,block and lot/unit/floor number,build (year),price conditions,available from,meeting room,fully furnished,balcony,alarm system,badminton court,basketball court,clubhouse,jogging path,subdivision name,bathrooms,land size,fully fenced,garage,car spaces,classification,rooms (total),driver's room,ensuite,terrace,maids room,entertainment room,storage room,wi-fi,carport,lanai,parks,secure parking,garden,price range,sqm range,attic,maid's room,powder room,open car spaces,shower rooms,sports facilities,function area,landscaped garden,multi-purpose lawn,volleyball court,open space,built-in wardrobes,tower name/number,function room,game room,lounge,deck,gazebo,business center,jacuzzi,meeting rooms,smoke detector,spa,parking lot,block and lot/unit number,broadband internet available,tennis court,unit/floor number,floor,bar,sky lounge,split-system heating,area address,pantry,column-free design,helipad,utility room,indoor pool,basement parking,drying area,fitness center,intercom,laundry area,daycare center,health club,remote garage,study room,central air conditioning,gymnasium,clinic,club house,indoor spa,multi-purpose hall,social hall,sauna,pond,gazebos,shops,billiards table,courtyard,pool bar,deposit / bond,total floors,open fireplace,floorboards,theater,outdoor spa,amphitheater,gas heating,hydronic heating,indoor tree house,pay tv access,library,study area,golf area,basement,ducted cooling,ducted vacuum system,fireplace,driver's quarter,floors total,block and lot,price,latitude,longitude,Perceived Safety Score,geometry,religion,religion_nearest_distance,general_establishments,general_establishments_nearest_distance,financial,financial_nearest_distance,vehicle_services,vehicle_services_nearest_distance,food,food_nearest_distance,night_life,night_life_nearest_distance,healthcare_industries,healthcare_industries_nearest_distance,service_providers,service_providers_nearest_distance,administrative_offices,administrative_offices_nearest_distance,specialized_stores,specialized_stores_nearest_distance,education,education_nearest_distance,transportation,transportation_nearest_distance,recreational,recreational_nearest_distance,living_facilities,living_facilities_nearest_distance,personal_care,personal_care_nearest_distance,vehicle_services_avg_distance,night_life_avg_distance,personal_care_avg_distance,administrative_offices_avg_distance,education_avg_distance,food_avg_distance,general_establishments_avg_distance,healthcare_industries_avg_distance,service_providers_avg_distance,recreational_avg_distance,living_facilities_avg_distance,religion_avg_distance,financial_avg_distance,specialized_stores_avg_distance,transportation_avg_distance,min_distance_to_fault_meters,flood_threat_level_5_yr,flood_threat_level_25_yr
https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-better-living-subdivis-169217624825.html,3,,,,,,,,,,,,,,,,,,,,30/06/2023,,,1.0,,1.0,1.0,,,Better Living Subdivision,3.0,260.0,,,4.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,14.482705,121.024909,3.77,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,4,915.6265601,1,757.0929292,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,3037.829585339223,,
https://www.lamudi.com.ph/beautiful-bungalow-house-for-lease-at-merville-par-169995884562.html,5,,450.0,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Merville Park,4.0,598.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,14.499387,121.025633,3.77,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,3127.41043440893,,
https://www.lamudi.com.ph/furnished-3-bedroom-townhouse-unit-for-rent-in-mer-170531510955.html,3,,136.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,Semi,1.0,,,,1.0,,Woodsville Residences,3.0,,,,2.0,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,14.499387,121.025633,3.71,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,3127.41043440893,,
https://www.lamudi.com.ph/bungalow-house-4-bedroom-for-rent-in-bf-homes-para-170251928415.html,4,,180.0,,,,,,,,,,,,,,,,,,13/12/2023,,,,,,,,,BF Homes Parañaque,3.0,280.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,14.4521766,121.0245799,4.0,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/2-bedroom-condo-unit-for-rent-in-bloom-residences-170582456631.html,2,1.0,32.5,Bloom Residences,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,18/01/2024,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,A,,,,,,,,,,,,,,,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,35000,14.467199,121.024909,2.83,POINT (13472431.243182272 1627872.223461061),2,801.6914192,1,422.3289499,18,466.2996401,0,,15,439.5268551,0,,9,465.3946239,1,673.0083504,3,486.0558332,1,547.1483822,2,409.6321869,1,476.2920774,0,,1,688.6054845,0,,,,,810.2731402,421.3648952,672.5230764,422.3289499,654.1000137,673.0083504,,688.6054845,878.2066262,755.7197946,547.1483822,476.2920774,2893.2672160174943,,
https://www.lamudi.com.ph/for-rent-3-bedroom-unit-85sqm-at-sun-valley-para-a-17086826836.html,3,1.0,85.0,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,Yes,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,14.491803,121.038006,2.91,POINT (13473889.19455319 1630700.977503736),2,703.7575955,0,,15,17.79311884,3,511.4475512,33,23.85265688,0,,6,21.00745648,0,,1,573.6071442,1,57.2289507,3,773.9054554,6,748.7705103,2,740.1355792,0,,0,,635.6512338,,,573.6071442,800.5919244,796.1892931,,710.8713597,,821.8776456,,851.4836744,716.165262,57.2289507,815.4744217,1673.657046850016,,
https://www.lamudi.com.ph/for-rent-4-bedroom-condo-unit-at-washington-tower-170649501174.html,4,4.0,360.0,Washington Tower,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,No,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,14.509206,120.985714,4.0,POINT (13468068.07574063 1632702.0127152707),1,584.0325841,2,569.6150265,2,663.1148683,0,,37,579.7012163,1,903.3182563,2,574.247079,1,936.9665331,0,,0,,0,,23,406.1708827,6,601.8069678,0,,1,580.4203102,,903.3182563,580.4203102,,,662.8053679,600.7108976,576.2703694,936.9665331,681.5325243,,584.0325841,663.7690863,,758.7253484,7643.622443648586,1.0,1.0
https://www.lamudi.com.ph/1-br-unit-for-rent-at-calathea-place-marantina-bld-169219938177.html,1,1.0,28.0,Calathea Place,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,No,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,Marantina Bldg.,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,19900,14.467199,121.024909,3.95,POINT (13472431.243182272 1627872.223461061),2,801.6914192,1,422.3289499,18,466.2996401,0,,15,439.5268551,0,,9,465.3946239,1,673.0083504,3,486.0558332,1,547.1483822,2,409.6321869,1,476.2920774,0,,1,688.6054845,0,,,,,810.2731402,421.3648952,672.5230764,422.3289499,654.1000137,673.0083504,,688.6054845,878.2066262,755.7197946,547.1483822,476.2920774,2893.2672160174943,,
https://www.lamudi.com.ph/1-bedroom-condo-unit-for-rent-in-para-aque-city-sm-169863297932.html,1,1.0,28.0,Field Residences,,1.0,,1.0,,,,,,,1.0,,,,,,,,No,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,25000,14.493719,120.984764,2.08,POINT (13467962.322224375 1630921.2756981861),2,422.9182699,1,343.2322955,5,377.8999443,3,353.5990634,11,593.426865,3,357.3284881,6,602.3785528,1,890.6330504,3,390.1505247,1,804.8924958,1,706.6963505,0,,0,,0,,0,,705.7497518,644.1134034,,646.3439221,706.6963505,806.1186949,343.2322955,847.5066705,890.6330504,,,458.5718093,659.0460704,804.8924958,,7594.914781321661,,
https://www.lamudi.com.ph/1-bedroom-condo-for-rent-smdc-spring-residences-in-169863293647.html,1,1.0,28.0,Spring Residences,,,1.0,,,,,1.0,,1.0,,,,,,,,,No,1.0,,,,1.0,,,,,,,,Brand New,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,25000,14.482705,121.024909,4.0,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,4,915.6265601,1,757.0929292,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,3037.829585339223,,
https://www.lamudi.com.ph/condo-unit-for-rent-1-bedroom-at-smdc-bloom-reside-16986472356.html,1,1.0,28.0,Bloom Residences,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,No,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,25000,14.467199,121.024909,2.48,POINT (13472431.243182272 1627872.223461061),2,801.6914192,1,422.3289499,18,466.2996401,0,,15,439.5268551,0,,9,465.3946239,1,673.0083504,3,486.0558332,1,547.1483822,2,409.6321869,1,476.2920774,0,,1,688.6054845,0,,,,,810.2731402,421.3648952,672.5230764,422.3289499,654.1000137,673.0083504,,688.6054845,878.2066262,755.7197946,547.1483822,476.2920774,2893.2672160174943,,
https://www.lamudi.com.ph/azure-residences-fully-furnished-2-bedroom-unit-for-rent-in-paranaque.html,2,1.0,38.42,Azure Urban Resort Residences,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,,Positano Tower,1.0,1.0,,,1.0,,,,,,1.0,,,,11,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29999,14.469863,121.04211,3.71,POINT (13474346.049743406 1628178.4918837703),3,533.3168495,4,439.1481814,4,316.7221372,2,418.0581268,7,446.7886095,3,437.0621268,2,698.8420818,1,897.886092,3,782.0435613,0,,0,,0,,0,,0,,0,,491.9784665,596.0549089,,834.6027729,,680.7381047,554.8684454,707.3262852,897.886092,,,640.5906828,632.2539482,,,1009.6024910242764,2.0,2.0
https://www.lamudi.com.ph/2br-condo-unit-for-rent-in-bayshore-residential-re-170780801493.html,2,,129.0,Bayshore Residential Resort,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,29/01/2024,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,14.516398,120.989915,2.48,POINT (13468535.728921453 1633529.0106138194),3,663.1209058,10,471.3817809,10,488.7947476,3,605.7973306,92,451.8832541,0,,6,500.1246525,2,789.2450034,2,70.77318951,0,,2,794.244471,27,418.6084363,12,674.4005351,0,,1,860.0245705,810.4289065,,860.0245705,405.9794512,878.1056953,741.9918304,699.9246193,769.8228335,874.1356796,780.3909323,,749.19267,727.5387521,,750.9121427,7191.13922162694,,
https://www.lamudi.com.ph/luxury-condominium-unit-at-azure-resort-residences-170056046351.html,2,1.0,46.0,Azure Urban Resort Residences,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,14.469863,121.04211,2.83,POINT (13474346.049743406 1628178.4918837703),3,533.3168495,4,439.1481814,4,316.7221372,2,418.0581268,7,446.7886095,3,437.0621268,2,698.8420818,1,897.886092,3,782.0435613,0,,0,,0,,0,,0,,0,,491.9784665,596.0549089,,834.6027729,,680.7381047,554.8684454,707.3262852,897.886092,,,640.5906828,632.2539482,,,1009.6024910242764,2.0,2.0
https://www.lamudi.com.ph/azure-residences-fully-furnished-2-bedroom-unit-for-rent-in-paranaque-1.html,2,1.0,38.42,Azure Urban Resort Residences,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,,Positano Tower,1.0,1.0,,,1.0,,,,,,1.0,,,,11,,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29999,14.469863,121.04211,4.0,POINT (13474346.049743406 1628178.4918837703),3,533.3168495,4,439.1481814,4,316.7221372,2,418.0581268,7,446.7886095,3,437.0621268,2,698.8420818,1,897.886092,3,782.0435613,0,,0,,0,,0,,0,,0,,491.9784665,596.0549089,,834.6027729,,680.7381047,554.8684454,707.3262852,897.886092,,,640.5906828,632.2539482,,,1009.6024910242764,2.0,2.0
https://www.lamudi.com.ph/penthouse-for-rent-in-bayview-intl-towers-roxas-blvd-across-city-of-dreams.html,4,4.0,214.0,Bayview International Tower,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,25/05/2022,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,14.516398,120.989915,3.71,POINT (13468535.728921453 1633529.0106138194),3,663.1209058,10,471.3817809,10,488.7947476,3,605.7973306,92,451.8832541,0,,6,500.1246525,2,789.2450034,2,70.77318951,0,,2,794.244471,27,418.6084363,12,674.4005351,0,,1,860.0245705,810.4289065,,860.0245705,405.9794512,878.1056953,741.9918304,699.9246193,769.8228335,874.1356796,780.3909323,,749.19267,727.5387521,,750.9121427,7191.13922162694,,
https://www.lamudi.com.ph/for-rent-north-west-bf-homes-para-aque-4-br-modern-170469548860.html,4,,,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,05/02/2024,,Yes,1.0,1.0,1.0,1.0,1.0,1.0,North West BF Homes,4.0,150.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,,1.0,"Blk 3, Lot 5,8,10",1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,70000,14.4521766,121.0245799,2.08,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/newly-renovated-house-and-lot-for-rent-at-better-l-170485203194.html,3,,218.0,,,,,,,,,,,1.0,,,,,,,12/10/2023,,No,,,,,,,Better Living Subdivision,2.0,375.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,14.482705,121.024909,3.33,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,4,915.6265601,1,757.0929292,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,3037.829585339223,,
https://www.lamudi.com.ph/3br-house-and-lot-for-rent-at-classic-homes-bf-hom-169344639117.html,3,,110.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Classic Homes Village,2.0,80.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,14.4521766,121.0245799,2.88,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/well-maintained-duplex-house-for-lease-in-teoville-170616997774.html,3,,200.0,,,,,,,,,,,1.0,,,,,,,,,No,,,,,,,Teoville Subdivision,3.0,180.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,14.4521766,121.0245799,2.88,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/4-bedroom-2-storey-house-for-rent-in-b-f-homes-par-170695772821.html,4,,300.0,,,,,,,,,,,1.0,1.0,1.0,,,,,03/02/2024,,Yes,1.0,,,1.0,1.0,,B.F. Homes Paranaque City,3.0,210.0,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,45000,14.4521766,121.0245799,2.88,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/4-bedroom-2-storey-house-for-rent-in-b-f-homes-par-170874932677.html,4,,300.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,24/02/2024,,No,,,,1.0,,,BF Homes Parañaque,3.0,210.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,45000,14.4521766,121.0245799,2.88,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/4-bedroom-2-storey-house-for-rent-in-b-f-homes-par-170847252636.html,4,,300.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,21/02/2024,,,,,,1.0,1.0,,BF Homes Parañaque,3.0,210.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,45000,14.4521766,121.0245799,2.88,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/2sty-3-bdroom-in-bf-homes-paranaque-city-170726728622.html,3,,250.0,,,,,,,,,,,,,,,,,,06/02/2024,,Yes,,,,,,,BF Homes Paranaque City,3.0,140.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,14.4521766,121.0245799,2.08,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/brand-new-bungalow-house-for-rent-in-better-living-170827527033.html,3,,133.0,,,,,,,,,,,,,,,,,,13/02/2024,,,,,,,,,Better Living Subdivision,2.0,120.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,14.482705,121.024909,4.0,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,4,915.6265601,1,757.0929292,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,3037.829585339223,,
https://www.lamudi.com.ph/4br-townhouse-for-rent-at-monte-carlo-townhomes-su-168933406853.html,4,,126.0,,,1.0,,,,,,,,,,,,,,,,,No,1.0,,,,,,Monte Carlo,2.0,55.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,14.467199,121.024909,2.88,POINT (13472431.243182272 1627872.223461061),2,801.6914192,1,422.3289499,18,466.2996401,0,,15,439.5268551,0,,9,465.3946239,1,673.0083504,3,486.0558332,1,547.1483822,2,409.6321869,1,476.2920774,0,,1,688.6054845,0,,,,,810.2731402,421.3648952,672.5230764,422.3289499,654.1000137,673.0083504,,688.6054845,878.2066262,755.7197946,547.1483822,476.2920774,2893.2672160174943,,
https://www.lamudi.com.ph/4-bedroom-newly-renovated-bungalow-house-for-rent-170850385933.html,4,,230.0,,,,,,,,,,,1.0,1.0,1.0,,,,,21/02/2024,,,,,,1.0,1.0,1.0,Tahanan Village,2.0,280.0,1.0,1.0,2.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,60000,14.4521766,121.0245799,3.95,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
