link,bedrooms,baths,floor area,condominium name,cctv,air conditioning,elevators,fire exits,gym,lobby,reception area,fire alarm,fire sprinkler system,24-hour security,playground,swimming pool,building name,block and lot/unit/floor number,build (year),price conditions,available from,meeting room,fully furnished,balcony,alarm system,badminton court,basketball court,clubhouse,jogging path,subdivision name,bathrooms,land size,fully fenced,garage,car spaces,classification,rooms (total),driver's room,ensuite,terrace,maids room,entertainment room,storage room,wi-fi,carport,lanai,parks,secure parking,garden,price range,sqm range,attic,maid's room,powder room,open car spaces,shower rooms,sports facilities,function area,landscaped garden,multi-purpose lawn,volleyball court,open space,built-in wardrobes,tower name/number,function room,game room,lounge,deck,gazebo,business center,jacuzzi,meeting rooms,smoke detector,spa,parking lot,block and lot/unit number,broadband internet available,tennis court,unit/floor number,floor,bar,sky lounge,split-system heating,area address,pantry,column-free design,helipad,utility room,indoor pool,basement parking,drying area,fitness center,intercom,laundry area,daycare center,health club,remote garage,study room,central air conditioning,gymnasium,clinic,club house,indoor spa,multi-purpose hall,social hall,sauna,pond,gazebos,shops,billiards table,courtyard,pool bar,deposit / bond,total floors,open fireplace,floorboards,theater,outdoor spa,amphitheater,gas heating,hydronic heating,indoor tree house,pay tv access,library,study area,golf area,basement,ducted cooling,ducted vacuum system,fireplace,driver's quarter,floors total,block and lot,price,latitude,longitude,Perceived Safety Score,geometry,religion,religion_nearest_distance,general_establishments,general_establishments_nearest_distance,financial,financial_nearest_distance,vehicle_services,vehicle_services_nearest_distance,food,food_nearest_distance,night_life,night_life_nearest_distance,healthcare_industries,healthcare_industries_nearest_distance,service_providers,service_providers_nearest_distance,administrative_offices,administrative_offices_nearest_distance,specialized_stores,specialized_stores_nearest_distance,education,education_nearest_distance,transportation,transportation_nearest_distance,recreational,recreational_nearest_distance,living_facilities,living_facilities_nearest_distance,personal_care,personal_care_nearest_distance,vehicle_services_avg_distance,night_life_avg_distance,personal_care_avg_distance,administrative_offices_avg_distance,education_avg_distance,food_avg_distance,general_establishments_avg_distance,healthcare_industries_avg_distance,service_providers_avg_distance,recreational_avg_distance,living_facilities_avg_distance,religion_avg_distance,financial_avg_distance,specialized_stores_avg_distance,transportation_avg_distance,min_distance_to_fault_meters,flood_threat_level_5_yr,flood_threat_level_25_yr
https://www.lamudi.com.ph/for-rent-80-sqm-2-bedroom-unit-at-azure-urban-reso-168620124116.html,2,1.0,80.0,Azure Urban Resort Residences,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,14.469863,121.04211,2.83,POINT (13474346.049743406 1628178.4918837703),3,533.3168495,4,439.1481814,4,316.7221372,2,418.0581268,7,446.7886095,3,437.0621268,2,698.8420818,1,897.886092,3,782.0435613,0,,0,,0,,0,,0,,0,,491.9784665,596.0549089,,834.6027729,,680.7381047,554.8684454,707.3262852,897.886092,,,640.5906828,632.2539482,,,1009.6024910242764,2.0,2.0
https://www.lamudi.com.ph/residential-house-and-lot-for-lease-in-bougainvill-169103363320.html,6,,700.0,,,1.0,,,,,,,,,,,,,,,03/08/2023,,Yes,1.0,,,,,,Sun Valley Paranaque,4.0,600.0,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,14.491803,121.038006,2.83,POINT (13473889.19455319 1630700.977503736),2,703.7575955,0,,15,17.79311884,3,511.4475512,33,23.85265688,0,,6,21.00745648,0,,1,573.6071442,1,57.2289507,3,773.9054554,6,748.7705103,2,740.1355792,0,,0,,635.6512338,,,573.6071442,800.5919244,796.1892931,,710.8713597,,821.8776456,,851.4836744,716.165262,57.2289507,815.4744217,1673.657046850016,,
https://www.lamudi.com.ph/for-rent-siena-park-residences-by-dmci-homes-2br-fully-furnished-condo-unit-1.html,2,1.0,55.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,23/03/2022,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,3,,,,," W Service Rd, Bicutan, Parañaque, 1709 Metro Manila",,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,25000,14.491803,121.038006,4.0,POINT (13473889.19455319 1630700.977503736),2,703.7575955,0,,15,17.79311884,3,511.4475512,33,23.85265688,0,,6,21.00745648,0,,1,573.6071442,1,57.2289507,3,773.9054554,6,748.7705103,2,740.1355792,0,,0,,635.6512338,,,573.6071442,800.5919244,796.1892931,,710.8713597,,821.8776456,,851.4836744,716.165262,57.2289507,815.4744217,1673.657046850016,,
https://www.lamudi.com.ph/for-rent-calathea-place-paranaque-by-dmci-homes-2br-condo-unit-bare-5.html,2,1.0,48.5,Calathea Place,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,26/03/2022,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,Zebrina,,1.0,1.0,,1.0,,,,,,1.0,,,,7,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,30000,14.467199,121.024909,3.56,POINT (13472431.243182272 1627872.223461061),2,801.6914192,1,422.3289499,18,466.2996401,0,,15,439.5268551,0,,9,465.3946239,1,673.0083504,3,486.0558332,1,547.1483822,2,409.6321869,1,476.2920774,0,,1,688.6054845,0,,,,,810.2731402,421.3648952,672.5230764,422.3289499,654.1000137,673.0083504,,688.6054845,878.2066262,755.7197946,547.1483822,476.2920774,2893.2672160174943,,
https://www.lamudi.com.ph/for-rent-chateau-de-baie-3br-condominium-with-maid-165933914461.html,3,3.0,185.0,Chateau de Baie,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,7th,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,14.529416,120.997102,3.33,POINT (13469335.782101782 1635026.0003730094),2,174.0765724,3,868.4011299,26,28.41198155,2,746.5123111,59,43.15884693,7,243.5317549,19,10.27693598,1,933.5344307,7,141.0475817,1,211.8312091,3,187.1225977,10,663.4221111,3,447.8134419,0,,0,,780.8928339,306.9219544,,339.9537579,464.1744363,528.8507988,927.5100365,286.0448592,933.5344307,746.970248,,370.8655138,489.1821236,211.8312091,891.6788478,6561.23519500215,,
https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-multinational-village-169029717519.html,4,,420.0,,,,,,,,,,,1.0,,,,,,,,,No,,,,,,,,3.0,560.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moonwalk Paranaque City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,14.492371,121.008496,3.33,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,4950.113586851061,,1.0
https://www.lamudi.com.ph/commercial-residential-building-for-rent-at-multin-168447592035.html,4,4.0,1200.0,,,,,,,,,,,,,,,,,,,,No,,,,,,,Multinational Village,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,14.492371,121.008496,2.88,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,4950.113586851061,,1.0
https://www.lamudi.com.ph/well-maintained-minimalist-house-and-lot-for-rent-169821958384.html,3,,340.0,,,,,,,,,,,,,,,,,VERY NEGOTIABLE,05/07/2023,,,,,,,,,BF Homes Parañaque,3.0,301.0,1.0,1.0,2.0,,3.0,,,,,,,,,,,,,,340,,1.0,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,14.4521766,121.0245799,2.88,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/2-sty-5br-in-bf-homes-paranaque-city-169597143365.html,5,,300.0,,,,,,,,,,,,,,,,,,29/09/2023,,,,,,,,,BF Homes Parañaque,5.0,280.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,14.4521766,121.0245799,3.71,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/for-rent-2-bedroom-unit-at-bayshore-residential-resort-1-in-paranaque-city.html,2,2.0,81.0,Bayshore Residential Resort,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,11th floor,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,14.516398,120.989915,2.83,POINT (13468535.728921453 1633529.0106138194),3,663.1209058,10,471.3817809,10,488.7947476,3,605.7973306,92,451.8832541,0,,6,500.1246525,2,789.2450034,2,70.77318951,0,,2,794.244471,27,418.6084363,12,674.4005351,0,,1,860.0245705,810.4289065,,860.0245705,405.9794512,878.1056953,741.9918304,699.9246193,769.8228335,874.1356796,780.3909323,,749.19267,727.5387521,,750.9121427,7191.13922162694,,
https://www.lamudi.com.ph/four-bedroom-townhouse-for-rent-at-moonwalk-villag-169097311322.html,4,,240.0,,,1.0,,,,,,,,,,,,,,,03/10/2023,,Semi,,,,,,,Moonwalk Village - Parañaque,,60.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,14.492371,121.008496,3.77,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,4950.113586851061,,1.0
https://www.lamudi.com.ph/for-rent-2br-unit-ff-condo-at-raya-garden-condominium-paranaque.html,2,1.0,49.0,Raya Garden Condominium,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,21/03/2022,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,1,,,,," Merville, Parañaque, Metro Manila",,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,14.499387,121.025633,2.88,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,3127.41043440893,,
https://www.lamudi.com.ph/for-rent-duplex-house-and-lot-in-milkyway-moonwalk-168129825280.html,8,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Milkyway Moonwalk,8.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,14.492371,121.008496,2.88,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,4950.113586851061,,1.0
https://www.lamudi.com.ph/affordable-31-sqm-studio-type-condominium-fully-fu-166080008142.html,1,1.0,31.0,Amaia Steps Bicutan,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2nd floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,14.491803,121.038006,3.33,POINT (13473889.19455319 1630700.977503736),2,703.7575955,0,,15,17.79311884,3,511.4475512,33,23.85265688,0,,6,21.00745648,0,,1,573.6071442,1,57.2289507,3,773.9054554,6,748.7705103,2,740.1355792,0,,0,,635.6512338,,,573.6071442,800.5919244,796.1892931,,710.8713597,,821.8776456,,851.4836744,716.165262,57.2289507,815.4744217,1673.657046850016,,
https://www.lamudi.com.ph/for-rent-spacious-2-bedroom-unit-in-chateau-de-bai-170789222842.html,2,3.0,187.0,Chateau de Baie,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,13/02/2024,,Yes,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,18th,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,14.529416,120.997102,2.83,POINT (13469335.782101782 1635026.0003730094),2,174.0765724,3,868.4011299,26,28.41198155,2,746.5123111,59,43.15884693,7,243.5317549,19,10.27693598,1,933.5344307,7,141.0475817,1,211.8312091,3,187.1225977,10,663.4221111,3,447.8134419,0,,0,,780.8928339,306.9219544,,339.9537579,464.1744363,528.8507988,927.5100365,286.0448592,933.5344307,746.970248,,370.8655138,489.1821236,211.8312091,891.6788478,6561.23519500215,,
https://www.lamudi.com.ph/nk-woodsville-2-storey-townhouse-3-bedroom-with-3-169968811612.html,3,,136.0,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Woodsville Residences,4.0,115.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,14.499387,121.025633,3.56,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,3127.41043440893,,
https://www.lamudi.com.ph/2-bedroom-with-balcony-at-solemare-in-paranaque-fo-170807459238.html,2,1.0,53.5,SOLEMARE PARKSUITES,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,No,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,10,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,14.529416,120.997102,3.95,POINT (13469335.782101782 1635026.0003730094),2,174.0765724,3,868.4011299,26,28.41198155,2,746.5123111,59,43.15884693,7,243.5317549,19,10.27693598,1,933.5344307,7,141.0475817,1,211.8312091,3,187.1225977,10,663.4221111,3,447.8134419,0,,0,,780.8928339,306.9219544,,339.9537579,464.1744363,528.8507988,927.5100365,286.0448592,933.5344307,746.970248,,370.8655138,489.1821236,211.8312091,891.6788478,6561.23519500215,,
https://www.lamudi.com.ph/3-bedroom-2-storey-house-for-rent-in-b-f-homes-par-170297226583.html,3,,300.0,,,1.0,,,,,,,,1.0,,,,,,,19/12/2023,,,,,,1.0,1.0,,BF Homes Parañaque,2.0,250.0,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,80000,14.4521766,121.0245799,3.9,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/semi-furnished-2-bedroom-unit-at-arista-place-paranaque-for-lease.html,2,1.0,57.0,Arista Place,,,,,,1.0,,,,1.0,,,,,,,29/04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnus Building,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,14.501556,121.00197,3.71,POINT (13469877.685382966 1631822.3795293178),1,817.8947478,8,545.6414631,16,325.8541144,0,,22,407.3163894,2,633.1627412,5,793.0062634,3,733.6966299,1,548.7800777,0,,1,969.2539876,6,688.4633346,1,770.3705657,2,452.8967929,0,,,770.2931002,,548.7800777,969.2539876,703.1899064,619.1877781,942.4875249,834.0782026,770.3705657,519.7586596,817.8947478,523.4114358,,794.3782597,5773.343103408624,,1.0
https://www.lamudi.com.ph/nk-semi-furnished-single-detached-5-bedroom-with-2-170705413027.html,5,,400.0,,,,,,,,,,,,,,,,,,,,Semi,,,,,,,,6.0,300.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,14.4521766,121.0245799,3.56,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/4-bedrooms-house-and-lot-for-rent-in-merville-para-170720229037.html,4,,320.0,,,,,,,,,,,,,,,,,,,,No,,,,,,,,4.0,360.0,1.0,1.0,4.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,14.499387,121.025633,3.77,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,3127.41043440893,,
https://www.lamudi.com.ph/3br-house-for-rent-at-woodsville-residences-mervil-168774482596.html,3,,136.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,76.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,14.499387,121.025633,3.71,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,3127.41043440893,,
https://www.lamudi.com.ph/nk-2-storey-single-detached-house-3-bedroom-with-2-169765410845.html,4,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BF HEVA,3.5,280.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,14.4521766,121.0245799,3.33,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,2789.737666223643,,
https://www.lamudi.com.ph/2storey-with-4br-brand-new-modern-house-for-rent-i-169094207123.html,4,,,,,,,,,,,,,,,1.0,,,,,,,No,,,,,,,,5.0,250.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,14.492371,121.008496,3.71,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,4950.113586851061,,1.0
https://www.lamudi.com.ph/1-bedroom-unit-with-balcony-for-rent-in-solemare-p-168722499434.html,1,1.0,28.0,SoleMare Parksuites,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,Yes,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,14.516398,120.989915,2.83,POINT (13468535.728921453 1633529.0106138194),3,663.1209058,10,471.3817809,10,488.7947476,3,605.7973306,92,451.8832541,0,,6,500.1246525,2,789.2450034,2,70.77318951,0,,2,794.244471,27,418.6084363,12,674.4005351,0,,1,860.0245705,810.4289065,,860.0245705,405.9794512,878.1056953,741.9918304,699.9246193,769.8228335,874.1356796,780.3909323,,749.19267,727.5387521,,750.9121427,7191.13922162694,,
https://www.lamudi.com.ph/2-bedroom-condo-unit-for-rent-in-asteria-residence-170844749523.html,2,1.0,56.0,Asteria Residences,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,20/02/2024,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,Mimosa,,,,,,,,,,,1.0,,,,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,35000,14.468547,121.011835,4.0,POINT (13470975.852159642 1628027.1966631673),4,348.1510186,1,724.8084653,25,131.7682382,2,128.4454353,26,39.56562585,0,,7,55.02526571,2,408.8845248,1,533.5977796,0,,5,190.8897126,1,655.7336946,0,,1,327.3746158,0,,440.6577563,,,533.5977796,570.9274808,535.7545644,724.8084653,573.6505186,468.4378698,,327.3746158,628.7869765,659.6847581,,655.7336946,4356.432149579986,,
https://www.lamudi.com.ph/2-bedroom-with-balcony-at-solemare-in-paranaque-fo-170807459238.html,2,1.0,53.5,SOLEMARE PARKSUITES,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,No,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,10,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,14.529416,120.997102,3.95,POINT (13469335.782101782 1635026.0003730094),2,174.0765724,3,868.4011299,26,28.41198155,2,746.5123111,59,43.15884693,7,243.5317549,19,10.27693598,1,933.5344307,7,141.0475817,1,211.8312091,3,187.1225977,10,663.4221111,3,447.8134419,0,,0,,780.8928339,306.9219544,,339.9537579,464.1744363,528.8507988,927.5100365,286.0448592,933.5344307,746.970248,,370.8655138,489.1821236,211.8312091,891.6788478,6561.23519500215,,
https://www.lamudi.com.ph/fully-furnished-2-bedroom-unit-for-rent-at-oak-har-165960970691.html,2,2.0,100.0,Oak Harbor Residences,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,Lauderdale Building,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,14.509206,120.985714,2.88,POINT (13468068.07574063 1632702.0127152707),1,584.0325841,2,569.6150265,2,663.1148683,0,,37,579.7012163,1,903.3182563,2,574.247079,1,936.9665331,0,,0,,0,,23,406.1708827,6,601.8069678,0,,1,580.4203102,,903.3182563,580.4203102,,,662.8053679,600.7108976,576.2703694,936.9665331,681.5325243,,584.0325841,663.7690863,,758.7253484,7643.622443648586,1.0,1.0
