link,unit/floor number,car spaces,bedrooms,baths,floor area,floor,condominium name,available from,cctv,basement parking,elevators,fire exits,function room,gym,lobby,lounge,reception area,fire alarm,fire sprinkler system,24-hour security,garden,secure parking,swimming pool,classification,fully furnished,tower name/number,balcony,bar,maid's room,playground,laundry area,courtyard,badminton court,basketball court,jogging path,tennis court,area address,indoor pool,alarm system,broadband internet available,club house,fitness center,game room,multi-purpose hall,daycare center,building name,block and lot/unit/floor number,theater,landscaped garden,shower rooms,build (year),total floors,gymnasium,utility room,air conditioning,amphitheater,billiards table,built-in wardrobes,clinic,ensuite,entertainment room,floorboards,health club,indoor spa,indoor tree house,intercom,jacuzzi,maids room,meeting rooms,open fireplace,powder room,sky lounge,smoke detector,social hall,split-system heating,sauna,function area,open space,gazebos,spa,shops,carport,clubhouse,deck,fully fenced,gazebo,multi-purpose lawn,open car spaces,parking lot,parks,pool bar,sqm range,drying area,pond,study area,garage,price range,wi-fi,business center,subdivision name,bathrooms,land size,central air conditioning,study room,sports facilities,pay tv access,library,gas heating,helipad,block and lot/unit number,rooms (total),attic,driver's room,floors total,column-free design,driver's quarter,meeting room,pantry,hydronic heating,golf area,block and lot,remote garage,storage room,lanai,volleyball court,outdoor spa,price conditions,deposit / bond,terrace,fireplace,basement,ducted cooling,latitude,longitude,price,Perceived Safety Score,geometry,night_life,night_life_nearest_distance,financial,financial_nearest_distance,administrative_offices,administrative_offices_nearest_distance,food,food_nearest_distance,religion,religion_nearest_distance,education,education_nearest_distance,transportation,transportation_nearest_distance,healthcare_industries,healthcare_industries_nearest_distance,service_providers,service_providers_nearest_distance,general_establishments,general_establishments_nearest_distance,recreational,recreational_nearest_distance,personal_care,personal_care_nearest_distance,vehicle_services,vehicle_services_nearest_distance,specialized_stores,specialized_stores_nearest_distance,living_facilities,living_facilities_nearest_distance,vehicle_services_avg_distance,night_life_avg_distance,personal_care_avg_distance,administrative_offices_avg_distance,education_avg_distance,food_avg_distance,general_establishments_avg_distance,healthcare_industries_avg_distance,service_providers_avg_distance,recreational_avg_distance,living_facilities_avg_distance,religion_avg_distance,financial_avg_distance,specialized_stores_avg_distance,transportation_avg_distance,min_distance_to_fault_meters,flood_threat_level_5_yr,flood_threat_level_25_yr
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830625347.html,24G,1.0,1.0,1.0,74.0,24th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,24980000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-17083062347.html,21J,1.0,1.0,1.0,70.0,21st,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,25261000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830609633.html,22D,1.0,1.0,1.0,70.0,22nd,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,25069000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830624026.html,29F,1.0,1.0,1.0,74.0,29th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,25047000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830625011.html,23K,1.0,1.0,1.0,69.0,23rd,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,26120000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830620982.html,21H,,2.0,2.0,114.0,21st,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,38750000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830610179.html,37J,1.0,1.0,1.0,70.0,37th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,25411000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830624623.html,37G,1.0,1.0,1.0,74.0,37th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,25114000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830610084.html,24C,1.0,1.0,1.0,70.0,24th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,25443000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830616985.html,45K,1.0,1.0,1.0,69.0,45th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,26589000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830593875.html,22L,,2.0,2.0,109.0,22nd,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,40843000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830595380.html,16E,,2.0,2.0,114.0,16th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,38944000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-cbd-pas-170830603115.html,37F,1.0,1.0,1.0,74.0,37th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,25114000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830609366.html,15A,,2.0,2.0,112.0,15th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,42479000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830606683.html,24H,,2.0,2.0,114.0,24th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,38789000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830596151.html,17L,,2.0,2.0,109.0,17th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,40959000,3.45,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-cbd-pasig-resid-170830596862.html,19L,,2.0,2.0,109.0,19th,Residences at The Galleon,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.583771,121.059675,40984000,3.24,POINT (13476301.376599189 1641277.4437794762),28,506.2759827,112,158.8675022,11,443.8272264,161,250.4047221,4,465.6334807,5,539.1085473,59,61.7588082,11,252.8097345,7,501.9033203,6,666.6628392,8,667.0836479,1,717.9344908,3,712.0505361,0,,0,,811.7967577,750.3220409,717.9344908,693.8821885,666.2953646,638.5666002,755.5524071,664.0273229,714.9784136,874.2813972,,787.1616581,528.0085776,,668.9141472,1222.7154337555496,,
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805079577.html,3406,1.0,1.0,1.0,57.0,34th,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,15037000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
https://www.lamudi.com.ph/studio-condo-unit-for-sale-in-ortigas-east-ugong-p-170805066868.html,3705A,1.0,1.0,1.0,32.0,37th,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,8075000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805075715.html,1718,1.0,1.0,1.0,56.0,17th,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,14131000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805111492.html,2911,1.0,1.0,1.0,58.0,29th,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,14709000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-east-ugong-pasi-170805098524.html,3012,1.0,2.0,2.0,89.0,30th,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,22457000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-east-ugong-pasi-170805081429.html,3201,1.0,2.0,2.0,89.0,32nd,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,24612000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ortigas-east-ugong-pasi-17080509863.html,3311,1.0,2.0,2.0,89.0,33rd,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,22571000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
https://www.lamudi.com.ph/studio-condo-unit-for-sale-in-ortigas-east-ugong-p-17080511964.html,3212,1.0,1.0,1.0,35.0,32nd,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,8787000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
https://www.lamudi.com.ph/1br-regular-condo-unit-for-sale-in-ortigas-east-ug-170805105297.html,3206,1.0,1.0,1.0,57.0,32nd,Maple at Verdant Towers,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.582943,121.072573,15037000,3.24,POINT (13477737.175391441 1641182.2028005293),13,584.1728983,23,343.3050207,4,797.9546793,96,359.1046697,3,667.0905237,2,803.8380043,46,373.411523,7,562.0047234,3,867.4452378,7,441.6769311,3,609.8931739,0,,3,524.0343404,0,,0,,677.536481,689.9517863,,856.5981447,872.9702833,783.0608689,668.376083,825.6054898,903.2348171,815.95399,,745.9306025,733.5094576,,737.3717021,204.803147464734,1.0,2.0
