X,Y
121.081685,14.548533
121.078884,14.548625
121.081568,14.550355
121.078914,14.550738
121.07679,14.550901
121.081676,14.552205
121.074241,14.551857
121.071972,14.553243
121.070145,14.553827
121.076241,14.554492
121.070434,14.555817
121.072086,14.556736
121.074806,14.557522
121.066592,14.553015
121.065365,14.554758
121.06658,14.560995
121.068489,14.561008
121.073121,14.558711
121.074735,14.559713
121.071966,14.560157
121.0706,14.561511
121.074111,14.561617
121.076055,14.562555
121.076193,14.565037
121.074687,14.566108
121.070699,14.566149
121.072801,14.566194
121.067171,14.562809
121.069018,14.563083
121.065477,14.564086
121.069169,14.565107
121.065749,14.565965
121.066461,14.567658
121.064275,14.569125
121.066586,14.569497
121.064589,14.570972
121.068422,14.571637
121.07036,14.568098
121.070189,14.570302
121.075986,14.570826
121.071485,14.571644
121.072061,14.573366
121.072692,14.575469
121.075504,14.575655
121.074065,14.576946
121.075592,14.578015
121.072706,14.578272
121.103878,14.535011
121.105033,14.537392
121.105842,14.540325
121.103037,14.541655
121.099451,14.54387
121.10305,14.544364
121.104962,14.544501
121.10129,14.545064
121.103652,14.546774
121.105231,14.549335
121.102928,14.549335
121.100794,14.55067
121.093909,14.556584
121.09543,14.557648
121.095297,14.559651
121.095378,14.561458
121.094054,14.56275
121.093941,14.565386
121.096805,14.56681
121.094952,14.566963
121.092372,14.567325
121.0998,14.573438
121.101944,14.57566
121.108572,14.579967
121.087386,14.54786
121.085838,14.549167
121.083627,14.549384
121.099083,14.541096
121.099038,14.551751
121.096979,14.553441
121.092619,14.555233
121.097649,14.555776
121.091295,14.556542
121.082075,14.554435
121.082973,14.556219
121.080179,14.557261
121.078266,14.558053
121.081658,14.558688
121.080782,14.560351
121.078879,14.560518
121.082901,14.560582
121.078035,14.562413
121.081678,14.562504
121.087082,14.554727
121.088385,14.556017
121.085835,14.557061
121.090227,14.558113
121.084366,14.55934
121.08959,14.559829
121.087846,14.560544
121.086102,14.56117
121.089236,14.561766
121.083851,14.562361
121.091128,14.56251
121.087176,14.56265
121.089796,14.563793
121.085853,14.563929
121.087911,14.564772
121.08435,14.565286
121.085818,14.566476
121.089901,14.567537
121.087878,14.56774
121.085879,14.568408
121.078574,14.564473
121.080265,14.565226
121.078337,14.566445
121.08254,14.566627
121.080188,14.567291
121.077947,14.568522
121.081664,14.569372
121.082806,14.571639
121.080209,14.571977
121.078003,14.572288
121.091497,14.569161
121.095413,14.571025
121.093358,14.571045
121.091305,14.571055
121.097951,14.571294
121.093782,14.573209
121.099044,14.575235
121.091308,14.575236
121.096095,14.575429
121.093838,14.57561
121.083817,14.569303
121.087052,14.570447
121.089482,14.571402
121.088439,14.573074
121.084118,14.574439
121.089376,14.574719
121.087809,14.575733
121.085846,14.576131
121.083245,14.57724
121.086337,14.578692
121.097905,14.576947
121.093492,14.578352
121.096762,14.578618
121.099204,14.579614
121.092682,14.580084
121.095356,14.580465
121.091852,14.581727
121.097612,14.582268
121.094437,14.582273
121.096296,14.583686
121.081692,14.573095
121.078918,14.574348
121.080275,14.576375
121.081698,14.57834
121.077613,14.579809
121.082345,14.581505
121.080537,14.582535
121.078929,14.583492
121.078937,14.586261
121.078933,14.588292
121.066834,14.573047
121.064842,14.574378
121.066708,14.57488
121.06465,14.576266
121.067073,14.577578
121.064073,14.578568
121.069319,14.579627
121.063939,14.58041
121.063991,14.582526
121.069684,14.584331
121.074668,14.579623
121.071176,14.579676
121.075871,14.581142
121.070627,14.5826
121.076203,14.58311
121.074572,14.583986
121.07173,14.584166
121.07124,14.587306
121.071928,14.589155
121.073784,14.589357
121.067645,14.584419
121.063962,14.584436
121.063882,14.586773
121.064125,14.588647
121.066713,14.588986
121.06907,14.589246
121.075718,14.589673
121.072484,14.591194
121.077732,14.589749
121.081466,14.589817
121.100449,14.577906
121.106404,14.57963
121.101343,14.579744
121.106414,14.581475
121.103664,14.58161
121.101972,14.582404
121.100895,14.584251
121.101344,14.586022
121.108778,14.598302
121.100551,14.587661
121.107722,14.587916
121.099434,14.589412
121.101643,14.589566
121.107733,14.599932
121.106338,14.602233
121.100826,14.603136
121.105473,14.603865
121.103663,14.604351
121.103965,14.606507
121.102247,14.607798
121.104125,14.608404
121.087074,14.580998
121.087905,14.584007
121.08391,14.584174
121.08658,14.585824
121.088486,14.586256
121.084428,14.586432
121.084999,14.588879
121.089305,14.58902
121.088289,14.590543
121.084415,14.590606
121.091261,14.58391
121.093883,14.58407
121.099194,14.585015
121.097333,14.585251
121.095231,14.585337
121.091286,14.585778
121.093365,14.585878
121.096709,14.587007
121.091312,14.587645
121.094,14.587811
121.097435,14.589425
121.091311,14.590252
121.093368,14.590341
121.095305,14.590581
121.092493,14.593104
121.091833,14.596049
121.091266,14.598977
121.092387,14.600504
121.096318,14.600733
121.094337,14.601126
121.086392,14.590618
121.089937,14.591598
121.08719,14.59297
121.091048,14.594269
121.088379,14.594809
121.089887,14.596998
121.089412,14.604011
121.092341,14.602331
121.096773,14.603111
121.094745,14.603139
121.098922,14.603257
121.091232,14.604844
121.092154,14.607514
121.092107,14.610189
121.092097,14.612554
121.092227,14.614541
121.090284,14.610639
121.085692,14.610997
121.088563,14.611571
121.084402,14.612498
121.087241,14.612915
121.086781,14.614782
121.084816,14.615163
121.083023,14.613821
121.081656,14.615457
