X,Y
120.984143,14.533076
120.983244,14.520337
121.0016,14.451343
121.001111,14.445416
121.000857,14.443456
121.00084,14.441625
121.001267,14.439772
121.002759,14.533997
121.00252,14.531969
121.002885,14.529836
121.002105,14.528091
121.002147,14.516162
121.003403,14.513212
121.002529,14.510815
120.985557,14.491878
121.002751,14.507958
121.003293,14.497506
120.984322,14.490424
121.002194,14.474601
120.985443,14.486173
121.00339,14.438659
121.004326,14.531283
121.00478,14.528176
120.984292,14.484004
121.004169,14.515142
120.985313,14.478699
121.004175,14.473421
121.003691,14.451194
120.984312,14.476016
121.00616,14.530812
120.98542,14.474491
121.006034,14.514477
121.004791,14.507292
121.005164,14.505386
121.005562,14.499079
120.985367,14.469978
121.006148,14.472139
121.006085,14.452019
121.006013,14.449984
121.006059,14.441145
121.005315,14.437704
121.006758,14.527909
120.985539,14.46463
121.007463,14.513273
121.007462,14.500132
120.982832,14.515858
121.006972,14.45376
121.00727,14.444677
121.007466,14.442716
121.008864,14.53367
121.007628,14.532114
121.008708,14.530601
121.008471,14.528698
121.008524,14.51123
121.008233,14.507327
121.008065,14.470876
120.985136,14.448203
121.00793,14.448799
121.008806,14.446745
121.009771,14.527136
121.010214,14.50953
121.010165,14.501651
121.009375,14.4996
120.984753,14.442038
120.98463,14.440223
121.010018,14.469652
121.010029,14.467432
120.984584,14.437819
121.011355,14.525723
121.010778,14.523923
120.986917,14.531763
121.011461,14.510887
121.011569,14.499329
120.983039,14.513909
120.98674,14.528957
121.011586,14.468629
121.010704,14.446845
120.985571,14.52417
121.012768,14.52446
121.012085,14.522593
120.98585,14.522362
121.012357,14.509272
121.01261,14.50291
121.012886,14.497871
120.985719,14.517543
121.011915,14.444738
121.011909,14.442887
121.014395,14.523467
121.014339,14.521621
121.014219,14.501926
121.013706,14.495884
121.013388,14.467976
120.985932,14.506832
121.014295,14.443788
121.015582,14.520074
121.014529,14.493811
121.015244,14.491928
121.015658,14.470591
121.01542,14.466705
120.986817,14.4935
121.016302,14.521756
121.016916,14.518796
121.016529,14.502755
121.016997,14.491144
120.986936,14.489327
121.017096,14.465903
121.017075,14.445359
121.018089,14.520462
121.018465,14.51712
121.018376,14.502529
121.018512,14.490051
120.986808,14.479954
121.017854,14.47107
120.986942,14.477716
121.018468,14.450934
121.019899,14.534401
120.983025,14.507971
120.986627,14.475885
121.019125,14.518915
120.986171,14.472399
121.019866,14.470894
121.019041,14.46531
121.019216,14.449131
121.019732,14.447146
121.020941,14.532242
121.02114,14.518889
121.020321,14.51724
121.021271,14.503831
120.983071,14.531334
121.020166,14.489203
121.021267,14.469268
121.02057,14.466993
121.020717,14.464277
121.02125,14.44598
121.022081,14.534122
121.021921,14.530654
121.022585,14.520279
121.022637,14.517385
121.022531,14.514882
121.022367,14.488383
121.022566,14.472425
121.022576,14.463518
121.021901,14.447725
120.986872,14.447312
121.023994,14.531959
121.023087,14.529141
121.023691,14.52739
121.023869,14.521727
121.023116,14.505205
120.986802,14.442321
121.023855,14.447999
121.023038,14.445341
121.024911,14.525792
121.024618,14.523799
