link,build (year),classification,fully furnished,bedrooms,baths,floor area,price range,condominium name,tower name/number,available from,cctv,balcony,elevators,fire exits,gym,lobby,reception area,fire alarm,fire sprinkler system,24-hour security,swimming pool,subdivision name,land size,car spaces,bathrooms,air conditioning,broadband internet available,entertainment room,lounge,study room,wi-fi,garage,open car spaces,clubhouse,playground,rooms (total),total floors,sqm range,alarm system,function room,smoke detector,function area,basketball court,fully fenced,garden,gazebo,jogging path,landscaped garden,parking lot,secure parking,gymnasium,basement parking,clinic,club house,fitness center,powder room,library,open space,gazebos,spa,badminton court,carport,unit/floor number,utility room,indoor pool,built-in wardrobes,drying area,game room,intercom,laundry area,maid's room,meeting rooms,shower rooms,daycare center,study area,multi-purpose lawn,parks,business center,central air conditioning,health club,sky lounge,social hall,courtyard,pond,pool bar,sports facilities,block and lot/unit number,area address,driver's room,terrace,maids room,bar,storage room,lanai,deck,tennis court,ensuite,floor,floorboards,sauna,block and lot,price conditions,shops,outdoor spa,multi-purpose hall,helipad,jacuzzi,deposit / bond,attic,pay tv access,billiards table,volleyball court,fireplace,split-system heating,floors total,column-free design,driver's quarter,pantry,ducted vacuum system,remote garage,gas heating,open fireplace,ducted cooling,theater,basement,meeting room,building name,block and lot/unit/floor number,amphitheater,indoor spa,indoor tree house,hydronic heating,price,latitude,longitude,Perceived Safety Score,geometry,religion,religion_nearest_distance,general_establishments,general_establishments_nearest_distance,financial,financial_nearest_distance,vehicle_services,vehicle_services_nearest_distance,food,food_nearest_distance,night_life,night_life_nearest_distance,healthcare_industries,healthcare_industries_nearest_distance,service_providers,service_providers_nearest_distance,administrative_offices,administrative_offices_nearest_distance,specialized_stores,specialized_stores_nearest_distance,education,education_nearest_distance,transportation,transportation_nearest_distance,living_facilities,living_facilities_nearest_distance,recreational,recreational_nearest_distance,personal_care,personal_care_nearest_distance,vehicle_services_avg_distance,night_life_avg_distance,personal_care_avg_distance,administrative_offices_avg_distance,education_avg_distance,food_avg_distance,general_establishments_avg_distance,healthcare_industries_avg_distance,service_providers_avg_distance,recreational_avg_distance,living_facilities_avg_distance,religion_avg_distance,financial_avg_distance,specialized_stores_avg_distance,transportation_avg_distance,flood_threat_level_5_yr,flood_threat_level_25_yr
https://www.lamudi.com.ph/stunning-4-bedrooms-brand-new-house-for-sale-in-be-170493779964.html,2024.0,,,4,,270.0,,,,09/01/2024,1.0,1.0,,,,,,,,1.0,,Better Living Subdivision,158.0,2.0,3.0,,,1.0,,,,,1.0,,,5.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,17000000,14.482705,121.024909,2.08,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,1,757.0929292,4,915.6265601,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,,
https://www.lamudi.com.ph/high-ceiling-single-detached-house-in-remmanville-16895959707.html,2022.0,,,5,,308.0,25000000,,,15/07/2023,1.0,1.0,,,,,,1.0,,1.0,,REMMANVILLE SUBDIVISION,275.0,2.0,3.0,1.0,,,,1.0,,1.0,1.0,,1.0,6.0,,308,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,03-Feb,,,1.0,1.0,,1.0,1.0,,,,,,,,Negotiable,,,,,,300000.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,25000000,14.482705,121.024909,3.33,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,1,757.0929292,4,915.6265601,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,,
https://www.lamudi.com.ph/m-r-3-15260-acquired-property-condo-for-sale-in-un-168664838785.html,,,,1,,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unit 911, 9/F, Goldfinch Residences, Luxerville Condominium, Multinational Village, Brgy. Moonwalk, Parañaque City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460000,14.492371,121.008496,2.08,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,,1.0
https://www.lamudi.com.ph/m-r-3-15040-acquired-property-for-sale-in-unit-725-167767245688.html,,,,1,,44.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unit 725, 7/F, Diamond Tower, Lancris Residences, Brgy. Don Bosco, Parañaque City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348750,14.482705,121.024909,2.83,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,1,757.0929292,4,915.6265601,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,,
https://www.lamudi.com.ph/for-sale-brand-new-move-in-ready-house-and-lot-in-169431540983.html,,Brand New,Semi,3,,100.0,,,,,,1.0,,,,,,,,1.0,,,60.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000,14.491803,121.038006,2.91,POINT (13473889.19455319 1630700.977503736),2,703.7575955,0,,15,17.79311884,3,511.4475512,33,23.85265688,0,,6,21.00745648,0,,1,573.6071442,1,57.2289507,3,773.9054554,6,748.7705103,0,,2,740.1355792,0,,635.6512338,,,573.6071442,800.5919244,796.1892931,,710.8713597,,821.8776456,,851.4836744,716.165262,57.2289507,815.4744217,,
https://www.lamudi.com.ph/for-sale-2br-condo-resort-with-sea-view-in-oak-har-170902409870.html,,,No,2,3.0,97.0,,Oak Harbor Residences,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22528240,14.509206,120.985714,3.33,POINT (13468068.07574063 1632702.0127152707),1,584.0325841,2,569.6150265,2,663.1148683,0,,37,579.7012163,1,903.3182563,2,574.247079,1,936.9665331,0,,0,,0,,23,406.1708827,0,,6,601.8069678,1,580.4203102,,903.3182563,580.4203102,,,662.8053679,600.7108976,576.2703694,936.9665331,681.5325243,,584.0325841,663.7690863,,758.7253484,1.0,1.0
https://www.lamudi.com.ph/ready-for-occupancy-house-and-lot-for-sale-in-mult-169900047840.html,,,No,3,,112.0,,,,03/11/2023,,,,,,,,,,,,Multinational Village,75.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400000,14.492371,121.008496,2.88,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,,1.0
https://www.lamudi.com.ph/para-aque-ups-5-house-for-sale-lot78sqm-16760224816.html,,,,4,,130.0,,,,,,1.0,,,,,,,,1.0,,UPS 5,78.0,,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300000,14.468547,121.011835,2.88,POINT (13470975.852159642 1628027.1966631673),4,348.1510186,1,724.8084653,25,131.7682382,2,128.4454353,26,39.56562585,0,,7,55.02526571,2,408.8845248,1,533.5977796,0,,5,190.8897126,1,655.7336946,1,327.3746158,0,,0,,440.6577563,,,533.5977796,570.9274808,535.7545644,724.8084653,573.6505186,468.4378698,,327.3746158,628.7869765,659.6847581,,655.7336946,,
https://www.lamudi.com.ph/cheapest-4-bedroom-house-for-sale-in-bf-homes-para-170538129628.html,,,,4,,136.0,,,,16/01/2024,,,,,,,,,,,,Elysium Townhomes,59.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,14.4521766,121.0245799,2.48,POINT (13472394.607937852 1626145.2326210334),5,459.0275574,0,,21,646.4561117,1,978.4343124,135,609.5889978,23,572.7156755,17,625.2053856,0,,6,592.6534475,4,614.4541995,6,195.0134979,2,672.0531326,0,,0,,0,,978.4343124,724.4289657,,790.0322594,661.7148117,807.0828642,,797.7418519,,,,758.8987432,807.1503167,729.0707108,770.3905297,,
https://www.lamudi.com.ph/4-bedroom-4br-house-and-lot-for-sale-in-marcelo-gr-170911226862.html,,,,4,,398.0,,,,,,,,,,,,,,,,Marcelo Green Village,270.0,3.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000,14.469863,121.04211,3.71,POINT (13474346.049743406 1628178.4918837703),3,533.3168495,4,439.1481814,4,316.7221372,2,418.0581268,7,446.7886095,3,437.0621268,2,698.8420818,1,897.886092,3,782.0435613,0,,0,,0,,0,,0,,0,,491.9784665,596.0549089,,834.6027729,,680.7381047,554.8684454,707.3262852,897.886092,,,640.5906828,632.2539482,,,2.0,2.0
https://www.lamudi.com.ph/3-bedroom-unit-for-sale-at-bayshore-residential-re-170452470433.html,,,No,3,3.0,82.0,,Bayshore Residential Resort,,03/01/2024,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,29500000,14.516398,120.989915,3.9,POINT (13468535.728921453 1633529.0106138194),3,663.1209058,10,471.3817809,10,488.7947476,3,605.7973306,92,451.8832541,0,,6,500.1246525,2,789.2450034,2,70.77318951,0,,2,794.244471,27,418.6084363,0,,12,674.4005351,1,860.0245705,810.4289065,,860.0245705,405.9794512,878.1056953,741.9918304,699.9246193,769.8228335,874.1356796,780.3909323,,749.19267,727.5387521,,750.9121427,,
https://www.lamudi.com.ph/gold-residences-1-bedroom-condominium-unit-for-sal-168592847859.html,,,,1,1.0,25.0,,Gold Residences,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500000,14.501556,121.00197,3.95,POINT (13469877.685382966 1631822.3795293178),1,817.8947478,8,545.6414631,16,325.8541144,0,,22,407.3163894,2,633.1627412,5,793.0062634,3,733.6966299,1,548.7800777,0,,1,969.2539876,6,688.4633346,2,452.8967929,1,770.3705657,0,,,770.2931002,,548.7800777,969.2539876,703.1899064,619.1877781,942.4875249,834.0782026,770.3705657,519.7586596,817.8947478,523.4114358,,794.3782597,,1.0
https://www.lamudi.com.ph/field-residences-i-1-bedroom-unit-with-balcony-for-170538851217.html,,,No,1,1.0,25.2,,Field Residences,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,FELDB100106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4965000,14.493719,120.984764,3.77,POINT (13467962.322224375 1630921.2756981861),2,422.9182699,1,343.2322955,5,377.8999443,3,353.5990634,11,593.426865,3,357.3284881,6,602.3785528,1,890.6330504,3,390.1505247,1,804.8924958,1,706.6963505,0,,0,,0,,0,,705.7497518,644.1134034,,646.3439221,706.6963505,806.1186949,343.2322955,847.5066705,890.6330504,,,458.5718093,659.0460704,804.8924958,,,
https://www.lamudi.com.ph/2br-condo-for-sale-woodsville-crest-olive-bldg-mer-170753915159.html,,,No,2,2.0,53.0,,Woodsville Crest,Pine Building,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,11.0,9.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7TH,,,,VAT INCLUSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12359841,14.499387,121.025633,3.9,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,,
https://www.lamudi.com.ph/spacious-2-bedroom-at-oak-harbor-residences-16752614494.html,,,,2,3.0,97.0,,Oak Harbor Residences,Aston Tower,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,6th,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19588000,14.509206,120.985714,2.48,POINT (13468068.07574063 1632702.0127152707),1,584.0325841,2,569.6150265,2,663.1148683,0,,37,579.7012163,1,903.3182563,2,574.247079,1,936.9665331,0,,0,,0,,23,406.1708827,0,,6,601.8069678,1,580.4203102,,903.3182563,580.4203102,,,662.8053679,600.7108976,576.2703694,936.9665331,681.5325243,,584.0325841,663.7690863,,758.7253484,1.0,1.0
https://www.lamudi.com.ph/2-bedrooms-unit-tower-3-at-alpina-heights-in-paranaque-metro-manila.html,,,,2,1.0,41.2,,Alpina Heights,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138000,14.469863,121.04211,3.77,POINT (13474346.049743406 1628178.4918837703),3,533.3168495,4,439.1481814,4,316.7221372,2,418.0581268,7,446.7886095,3,437.0621268,2,698.8420818,1,897.886092,3,782.0435613,0,,0,,0,,0,,0,,0,,491.9784665,596.0549089,,834.6027729,,680.7381047,554.8684454,707.3262852,897.886092,,,640.5906828,632.2539482,,,2.0,2.0
https://www.lamudi.com.ph/condominium-for-sale-near-airport-at-merville-para-170602177121.html,,,No,1,1.0,41.0,,Woodsville Crest,,22/01/2024,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,9999203,14.499387,121.025633,2.08,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,,
https://www.lamudi.com.ph/modern-design-2-storey-townhouse-lot-for-sale-in-b-166995075317.html,2022.0,,,4,,180.0,12500000,,,03/12/2022,1.0,1.0,,,,,,1.0,,1.0,1.0,Better Living Subdivision,120.0,2.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,4.0,,120,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,05-Dec,Along France St. Betterliving Subdivision,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,Slightly Negotiable,,,,,,5000000.0,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,12500000,14.482705,121.024909,2.08,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,1,757.0929292,4,915.6265601,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,,
https://www.lamudi.com.ph/for-sale-modern-design-four-4-storey-triplex-house-170632778946.html,2024.0,,,6,,250.0,"16,000,000",,,27/01/2024,1.0,1.0,,,,,,,,1.0,,Better Living Subdivision,77.5,2.0,5.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,6.0,,250,1.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,Block 14 Lot 36,"Better Living Village Don Bosco, Parañaque City",,,1.0,,1.0,,,,,,,,,Negotiable,,,,,,200000.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,16000000,14.482705,121.024909,4.17,POINT (13472431.243182272 1629654.9319967239),4,445.2426221,1,512.1626225,5,546.502466,5,487.3739106,22,419.2103527,3,612.2176574,6,522.5215614,1,816.0376427,0,,0,,5,309.5379542,3,504.2443679,1,757.0929292,4,915.6265601,0,,706.3941355,753.6511299,,,519.8517156,717.1254302,512.1626225,663.2953236,816.0376427,918.8326688,757.0929292,617.6567158,785.5753833,,647.9549507,,
https://www.lamudi.com.ph/studio-type-with-pool-for-sale-in-edison-ave-brgy-170809532051.html,,,No,1,1.0,26.5,,Woodsville Crest,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,21/04,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,6700000,14.499387,121.025633,3.33,POINT (13472511.838493608 1631572.9831776153),1,527.5723582,0,,0,,1,992.4038687,6,417.2225501,0,,4,283.8721773,0,,1,666.2565738,0,,3,456.2141432,5,431.4117283,0,,0,,0,,992.4038687,,,666.2565738,689.8400579,660.4630177,,462.3441258,,,,527.5723582,,,595.9858096,,
https://www.lamudi.com.ph/m-r-3-141-acquired-property-for-sale-in-unit-407-4-f-cluster-la-fayette-building-c-chateau-elysee-condominium-dona-soledad-ave-ext-brgy-la-huerta-moonwalk-paranaque-city-metro-manila.html,,,,1,,36.0,,Chateau Elysee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520000,14.492371,121.008496,3.33,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,,1.0
https://www.lamudi.com.ph/m-r-3-15703-acquired-property-for-sale-in-unit-602-169477355328.html,,,,1,,48.0,,Chateau Elysee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360000,14.492371,121.008496,2.83,POINT (13470604.15637988 1630766.2849118642),2,562.8722154,1,795.1041489,5,679.678261,4,676.3037881,14,22.91075106,0,,5,480.7790333,0,,2,403.3018056,1,692.5046785,1,387.5461793,6,682.5002706,0,,0,,0,,811.2016289,,,579.0526223,387.5461793,675.7027379,795.1041489,748.1311358,,,,631.4863403,759.2262611,692.5046785,754.7775773,,1.0
https://www.lamudi.com.ph/m-r-3-15701-acquired-property-for-sale-in-unit-823-169477355295.html,,,,1,,33.44,,Amaia Steps Bicutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3176800,14.491803,121.038006,2.48,POINT (13473889.19455319 1630700.977503736),2,703.7575955,0,,15,17.79311884,3,511.4475512,33,23.85265688,0,,6,21.00745648,0,,1,573.6071442,1,57.2289507,3,773.9054554,6,748.7705103,0,,2,740.1355792,0,,635.6512338,,,573.6071442,800.5919244,796.1892931,,710.8713597,,821.8776456,,851.4836744,716.165262,57.2289507,815.4744217,,
https://www.lamudi.com.ph/m-r-3-15694-acquired-property-for-sale-in-unit-p05-169448902252.html,,,,1,,47.91,,Azure Urban Resort Residences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7412500,14.469863,121.04211,3.95,POINT (13474346.049743406 1628178.4918837703),3,533.3168495,4,439.1481814,4,316.7221372,2,418.0581268,7,446.7886095,3,437.0621268,2,698.8420818,1,897.886092,3,782.0435613,0,,0,,0,,0,,0,,0,,491.9784665,596.0549089,,834.6027729,,680.7381047,554.8684454,707.3262852,897.886092,,,640.5906828,632.2539482,,,2.0,2.0
https://www.lamudi.com.ph/m-r-3-15788-acquired-property-condo-for-sale-in-un-170721040016.html,,,,1,,52.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unit B-504 and B-506, 5/F, Tower 2, Field Residences Condominium, Dr. A. Santos Ave. (Sucat Road), Brgy. San Dionisio, Parañaque City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268000,14.493719,120.984764,3.33,POINT (13467962.322224375 1630921.2756981861),2,422.9182699,1,343.2322955,5,377.8999443,3,353.5990634,11,593.426865,3,357.3284881,6,602.3785528,1,890.6330504,3,390.1505247,1,804.8924958,1,706.6963505,0,,0,,0,,0,,705.7497518,644.1134034,,646.3439221,706.6963505,806.1186949,343.2322955,847.5066705,890.6330504,,,458.5718093,659.0460704,804.8924958,,,
https://www.lamudi.com.ph/m-r-3-15785-acquired-property-condo-for-sale-in-un-17072103973.html,,,,1,,27.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unit 610-1D, 6/F, Building D, Cluster I, Chateau Elysee Condominium, Doña Soledad Ave., Ext., Brgy. La Huerta / Moonwalk, Parañaque City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935500,14.501183,120.991217,4.0,POINT (13468680.666898465 1631779.4910017636),2,770.3214169,2,653.9694238,13,97.01532559,1,617.976055,32,139.5737729,0,,16,131.3500413,3,254.6229893,7,38.93924583,0,,1,400.4421091,9,406.5916173,0,,3,443.8391306,1,897.4425585,617.976055,,897.4425585,283.487478,400.4421091,760.393176,778.9506371,377.1123442,581.049813,792.7064795,,823.9279436,609.3262649,,687.6611957,,1.0
https://www.lamudi.com.ph/2-bedroom-with-parking-slot-for-sale-at-calathea-s-166357318127.html,,,,2,1.0,53.5,,Calathea Place,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500000,14.467199,121.024909,3.71,POINT (13472431.243182272 1627872.223461061),2,801.6914192,1,422.3289499,18,466.2996401,0,,15,439.5268551,0,,9,465.3946239,1,673.0083504,3,486.0558332,1,547.1483822,2,409.6321869,1,476.2920774,1,688.6054845,0,,0,,,,,810.2731402,421.3648952,672.5230764,422.3289499,654.1000137,673.0083504,,688.6054845,878.2066262,755.7197946,547.1483822,476.2920774,,
https://www.lamudi.com.ph/mb-for-sale-furnished-1br-unit-bayshore-cluster-2-w-l-shape-balcony-paranaque.html,,Resale,Yes,1,1.0,53.5,,Bayshore Residential Resort,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,11,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500000,14.516398,120.989915,3.77,POINT (13468535.728921453 1633529.0106138194),3,663.1209058,10,471.3817809,10,488.7947476,3,605.7973306,92,451.8832541,0,,6,500.1246525,2,789.2450034,2,70.77318951,0,,2,794.244471,27,418.6084363,0,,12,674.4005351,1,860.0245705,810.4289065,,860.0245705,405.9794512,878.1056953,741.9918304,699.9246193,769.8228335,874.1356796,780.3909323,,749.19267,727.5387521,,750.9121427,,
